Time since launch(ms),X Acceleration (m/s),Y Acceleration (m/s),Z Acceleration (m/s),Altitude (m),Pressure (Pa),Temp (F),Filtered Altitude (m)
2808,0.07845320552587509,-0.27458620071411133,9.02211856842041,282.3572998046875,344.25,82.51249694824219,0.0
2838,0.11767980456352234,-0.31381282210350037,9.02211856842041,281.1269836425781,342.75,82.625,0.0
2868,0.07845320552587509,-0.31381282210350037,9.061345100402832,280.5118103027344,342.0,82.625,0.0
2897,0.15690641105175018,-0.353039413690567,9.100571632385254,279.89666748046875,341.25,82.625,0.0
2927,0.11767980456352234,-0.31381282210350037,9.061345100402832,279.0764465332031,340.25,82.625,0.0
2956,0.11767980456352234,-0.353039413690567,9.061345100402832,276.00067138671875,336.5,82.73750305175781,0.0
2986,0.15690641105175018,-0.353039413690567,9.061345100402832,280.9219055175781,342.5,82.625,0.0
3016,0.11767980456352234,-0.39226603507995605,9.061345100402832,281.74212646484375,343.5,82.51249694824219,0.0
3045,0.11767980456352234,-0.353039413690567,9.061345100402832,277.2309875488281,338.0,82.73750305175781,0.0
3075,0.11767980456352234,-0.31381282210350037,9.179024696350098,279.281494140625,340.5,82.625,0.0
3104,0.11767980456352234,-0.353039413690567,9.100571632385254,278.87139892578125,340.0,82.625,0.0
3134,0.11767980456352234,-0.353039413690567,9.02211856842041,277.0259094238281,337.75,82.625,0.0
3164,0.07845320552587509,-0.31381282210350037,9.061345100402832,281.1269836425781,342.75,82.625,0.0
3193,0.11767980456352234,-0.31381282210350037,9.061345100402832,276.00067138671875,336.5,82.73750305175781,0.0
3223,0.07845320552587509,-0.353039413690567,9.02211856842041,282.9724426269531,345.0,82.51249694824219,0.0
3253,0.039226602762937546,-0.353039413690567,9.100571632385254,277.84613037109375,338.75,82.625,0.0
3282,0.07845320552587509,-0.27458620071411133,9.061345100402832,279.281494140625,340.5,82.625,0.0
3312,0.11767980456352234,-0.353039413690567,9.02211856842041,280.9219055175781,342.5,82.625,0.0
3341,0.11767980456352234,-0.353039413690567,9.02211856842041,281.9471740722656,343.75,82.625,0.0
3371,0.15690641105175018,-0.353039413690567,9.02211856842041,281.5370788574219,343.25,82.625,0.0
3401,0.11767980456352234,-0.353039413690567,9.061345100402832,281.33203125,343.0,82.625,0.0
3430,0.11767980456352234,-0.31381282210350037,9.100571632385254,281.33203125,343.0,82.625,0.0
3460,0.07845320552587509,-0.31381282210350037,9.061345100402832,277.2309875488281,338.0,82.73750305175781,0.0
3489,0.07845320552587509,-0.353039413690567,9.100571632385254,282.3572998046875,344.25,82.51249694824219,0.0
3519,0.11767980456352234,-0.31381282210350037,9.100571632385254,277.43603515625,338.25,82.73750305175781,0.0
3549,0.15690641105175018,-0.31381282210350037,9.100571632385254,280.9219055175781,342.5,82.625,0.0
3578,0.11767980456352234,-0.353039413690567,9.061345100402832,282.76739501953125,344.75,82.51249694824219,0.0
3608,0.15690641105175018,-0.353039413690567,9.02211856842041,281.33203125,343.0,82.625,0.0
3638,0.15690641105175018,-0.353039413690567,9.061345100402832,279.69158935546875,341.0,82.625,0.0
3667,0.11767980456352234,-0.31381282210350037,9.100571632385254,278.6663513183594,339.75,82.625,0.0
3697,0.11767980456352234,-0.31381282210350037,9.061345100402832,280.5118103027344,342.0,82.625,0.0
3726,0.11767980456352234,-0.39226603507995605,9.100571632385254,280.1017150878906,341.5,82.625,0.0
3756,0.15690641105175018,-0.353039413690567,9.100571632385254,280.5118103027344,342.0,82.625,0.0
3786,0.11767980456352234,-0.27458620071411133,8.982892036437988,281.9471740722656,343.75,82.625,0.0
3815,0.11767980456352234,-0.31381282210350037,9.139798164367676,278.4612731933594,339.5,82.73750305175781,0.0
3845,0.15690641105175018,-0.353039413690567,9.139798164367676,278.87139892578125,340.0,82.625,0.0
3875,0.11767980456352234,-0.31381282210350037,9.061345100402832,278.87139892578125,340.0,82.625,0.0
3904,0.15690641105175018,-0.353039413690567,9.100571632385254,280.9219055175781,342.5,82.625,0.0
3934,0.15690641105175018,-0.353039413690567,9.139798164367676,277.6410827636719,338.5,82.73750305175781,0.0
3963,0.15690641105175018,-0.353039413690567,9.061345100402832,278.87139892578125,340.0,82.73750305175781,0.0
3993,0.15690641105175018,-0.353039413690567,9.061345100402832,280.1017150878906,341.5,82.625,0.0
4023,0.11767980456352234,-0.31381282210350037,9.100571632385254,281.9471740722656,343.75,82.51249694824219,0.0
4052,0.11767980456352234,-0.39226603507995605,9.139798164367676,284.4078063964844,346.75,82.51249694824219,0.0
4082,0.15690641105175018,-0.31381282210350037,9.061345100402832,280.1017150878906,341.5,82.625,0.0
4111,0.11767980456352234,-0.353039413690567,9.061345100402832,279.89666748046875,341.25,82.625,0.0
4141,0.11767980456352234,-0.31381282210350037,9.100571632385254,279.89666748046875,341.25,82.625,0.0
4171,0.07845320552587509,-0.27458620071411133,9.061345100402832,280.5118103027344,342.0,82.625,0.0
4200,0.11767980456352234,-0.31381282210350037,9.061345100402832,281.74212646484375,343.5,82.625,0.0
4230,0.15690641105175018,-0.353039413690567,9.02211856842041,280.5118103027344,342.0,82.625,0.0
4260,0.15690641105175018,-0.353039413690567,9.100571632385254,281.9471740722656,343.75,82.625,0.0
4289,0.11767980456352234,-0.31381282210350037,9.100571632385254,280.5118103027344,342.0,82.625,0.0
4319,0.11767980456352234,-0.353039413690567,9.061345100402832,281.33203125,343.0,82.625,0.0
4348,0.15690641105175018,-0.31381282210350037,9.100571632385254,280.9219055175781,342.5,82.625,0.0
4378,0.11767980456352234,-0.353039413690567,9.061345100402832,281.5370788574219,343.25,82.625,0.0
4408,0.11767980456352234,-0.353039413690567,9.139798164367676,279.4865417480469,340.75,82.73750305175781,0.0
4437,0.11767980456352234,-0.353039413690567,9.061345100402832,280.3067626953125,341.75,82.625,0.0
4467,0.15690641105175018,-0.31381282210350037,9.061345100402832,282.9724426269531,345.0,82.625,0.0
4496,0.15690641105175018,-0.353039413690567,9.061345100402832,278.2562255859375,339.25,82.73750305175781,0.0
4526,0.11767980456352234,-0.39226603507995605,9.061345100402832,278.87139892578125,340.0,82.625,0.0
4556,0.15690641105175018,-0.27458620071411133,9.02211856842041,280.9219055175781,342.5,82.625,0.0
4585,0.11767980456352234,-0.31381282210350037,9.02211856842041,278.87139892578125,340.0,82.73750305175781,0.0
4615,0.11767980456352234,-0.31381282210350037,9.02211856842041,278.4612731933594,339.5,82.73750305175781,0.0
4645,0.11767980456352234,-0.353039413690567,9.100571632385254,283.3825378417969,345.5,82.625,0.0
4674,0.11767980456352234,-0.31381282210350037,9.061345100402832,281.33203125,343.0,82.625,0.0
4704,0.11767980456352234,-0.31381282210350037,9.100571632385254,278.87139892578125,340.0,82.73750305175781,0.0
4733,0.11767980456352234,-0.31381282210350037,9.139798164367676,280.3067626953125,341.75,82.625,0.0
4763,0.11767980456352234,-0.31381282210350037,9.100571632385254,282.1522216796875,344.0,82.625,0.0
4793,0.11767980456352234,-0.353039413690567,9.100571632385254,283.9977111816406,346.25,82.51249694824219,0.0
4822,0.11767980456352234,-0.31381282210350037,9.139798164367676,283.177490234375,345.25,82.625,0.0
4852,0.11767980456352234,-0.31381282210350037,9.061345100402832,278.4612731933594,339.5,82.73750305175781,0.0
4881,0.11767980456352234,-0.31381282210350037,9.061345100402832,278.4612731933594,339.5,82.73750305175781,0.0
4911,0.11767980456352234,-0.31381282210350037,9.100571632385254,284.61285400390625,347.0,82.51249694824219,0.0
4941,0.11767980456352234,-0.31381282210350037,9.100571632385254,277.43603515625,338.25,82.73750305175781,0.0
4970,0.11767980456352234,-0.353039413690567,9.100571632385254,282.9724426269531,345.0,82.625,0.0
5000,0.19613301753997803,-0.31381282210350037,9.100571632385254,281.33203125,343.0,82.625,0.0
5030,0.11767980456352234,-0.353039413690567,9.061345100402832,279.89666748046875,341.25,82.625,0.0
5059,0.11767980456352234,-0.31381282210350037,9.02211856842041,274.7703552246094,335.0,82.73750305175781,0.0
5089,0.15690641105175018,-0.353039413690567,9.100571632385254,280.9219055175781,342.5,82.625,0.0
5118,0.11767980456352234,-0.353039413690567,9.100571632385254,280.5118103027344,342.0,82.625,0.0
5148,0.11767980456352234,-0.31381282210350037,9.139798164367676,282.3572998046875,344.25,82.625,0.0
5178,0.11767980456352234,-0.39226603507995605,9.02211856842041,281.74212646484375,343.5,82.625,0.0
5207,0.11767980456352234,-0.31381282210350037,9.100571632385254,278.0511779785156,339.0,82.73750305175781,0.0
5237,0.11767980456352234,-0.353039413690567,9.061345100402832,278.0511779785156,339.0,82.73750305175781,0.0
5267,0.11767980456352234,-0.353039413690567,9.061345100402832,281.33203125,343.0,82.625,0.0
5296,0.15690641105175018,-0.353039413690567,9.061345100402832,282.9724426269531,345.0,82.625,0.0
5326,0.15690641105175018,-0.353039413690567,9.061345100402832,282.1522216796875,344.0,82.625,0.0
5355,0.11767980456352234,-0.353039413690567,9.100571632385254,280.5118103027344,342.0,82.625,0.0
5385,0.11767980456352234,-0.39226603507995605,9.061345100402832,279.69158935546875,341.0,82.625,0.0
5415,0.11767980456352234,-0.31381282210350037,9.061345100402832,277.2309875488281,338.0,82.73750305175781,0.0
5444,0.11767980456352234,-0.31381282210350037,9.02211856842041,280.1017150878906,341.5,82.625,0.0
5474,0.11767980456352234,-0.31381282210350037,9.061345100402832,278.6663513183594,339.75,82.73750305175781,0.0
5503,0.11767980456352234,-0.31381282210350037,9.061345100402832,283.79266357421875,346.0,82.625,0.0
5533,0.15690641105175018,-0.31381282210350037,9.02211856842041,276.82086181640625,337.5,82.73750305175781,0.0
5563,0.11767980456352234,-0.27458620071411133,9.100571632385254,282.5623474121094,344.5,82.625,0.0
5592,0.11767980456352234,-0.31381282210350037,9.100571632385254,278.2562255859375,339.25,82.73750305175781,0.0
5622,0.15690641105175018,-0.31381282210350037,9.02211856842041,279.281494140625,340.5,82.73750305175781,0.0
5652,0.11767980456352234,-0.353039413690567,9.061345100402832,279.281494140625,340.5,82.73750305175781,0.0
5681,0.15690641105175018,-0.31381282210350037,9.100571632385254,278.4612731933594,339.5,82.73750305175781,0.0
5711,0.11767980456352234,-0.31381282210350037,9.100571632385254,281.33203125,343.0,82.625,0.0
5740,0.07845320552587509,-0.39226603507995605,9.061345100402832,278.87139892578125,340.0,82.73750305175781,0.0
5770,0.11767980456352234,-0.31381282210350037,9.100571632385254,281.1269836425781,342.75,82.625,0.0
5800,0.11767980456352234,-0.31381282210350037,9.061345100402832,280.3067626953125,341.75,82.625,0.0
5829,0.15690641105175018,-0.31381282210350037,9.100571632385254,280.71685791015625,342.25,82.625,0.0
5859,0.11767980456352234,-0.39226603507995605,9.061345100402832,280.3067626953125,341.75,82.625,0.0
5888,0.15690641105175018,-0.353039413690567,9.061345100402832,280.1017150878906,341.5,82.73750305175781,0.0
5918,0.11767980456352234,-0.31381282210350037,9.061345100402832,280.71685791015625,342.25,82.625,0.0
5948,0.11767980456352234,-0.353039413690567,9.100571632385254,276.00067138671875,336.5,82.73750305175781,0.0
5977,0.11767980456352234,-0.353039413690567,9.100571632385254,279.281494140625,340.5,82.73750305175781,0.0
6007,0.11767980456352234,-0.353039413690567,9.139798164367676,281.5370788574219,343.25,82.625,0.0
6037,0.11767980456352234,-0.31381282210350037,9.139798164367676,280.1017150878906,341.5,82.73750305175781,0.0
6066,0.11767980456352234,-0.31381282210350037,9.100571632385254,279.69158935546875,341.0,82.73750305175781,0.0
6096,0.11767980456352234,-0.353039413690567,9.061345100402832,279.4865417480469,340.75,82.73750305175781,0.0
6125,0.11767980456352234,-0.353039413690567,9.061345100402832,279.69158935546875,341.0,82.625,0.0
6155,0.07845320552587509,-0.31381282210350037,9.02211856842041,279.69158935546875,341.0,82.73750305175781,0.0
6185,0.11767980456352234,-0.353039413690567,9.100571632385254,277.2309875488281,338.0,82.73750305175781,0.0
6214,0.07845320552587509,-0.31381282210350037,9.100571632385254,279.89666748046875,341.25,82.73750305175781,0.0
6244,0.11767980456352234,-0.31381282210350037,9.100571632385254,277.43603515625,338.25,82.73750305175781,0.0
6274,0.11767980456352234,-0.31381282210350037,9.139798164367676,279.4865417480469,340.75,82.73750305175781,0.0
6303,0.07845320552587509,-0.353039413690567,8.669079780578613,279.0764465332031,340.25,82.73750305175781,0.0
6333,0.07845320552587509,-0.31381282210350037,8.982892036437988,274.7703552246094,335.0,82.8499984741211,0.0
6362,0.11767980456352234,-0.353039413690567,9.061345100402832,280.5118103027344,342.0,82.73750305175781,0.0
6392,0.11767980456352234,-0.353039413690567,9.061345100402832,275.79559326171875,336.25,82.73750305175781,0.0
6422,0.15690641105175018,-0.27458620071411133,9.061345100402832,279.281494140625,340.5,82.73750305175781,0.0
6451,0.11767980456352234,-0.353039413690567,9.100571632385254,278.87139892578125,340.0,82.73750305175781,0.0
6481,0.11767980456352234,-0.31381282210350037,9.061345100402832,279.89666748046875,341.25,82.73750305175781,0.0
6510,0.11767980456352234,-0.353039413690567,9.100571632385254,281.1269836425781,342.75,82.625,0.0
6540,0.11767980456352234,-0.353039413690567,9.061345100402832,280.5118103027344,342.0,82.73750305175781,0.0
6570,0.11767980456352234,-0.353039413690567,8.943665504455566,279.89666748046875,341.25,82.73750305175781,0.0
6599,0.11767980456352234,-0.31381282210350037,9.061345100402832,282.76739501953125,344.75,82.625,0.0
6629,0.15690641105175018,-0.31381282210350037,9.100571632385254,280.5118103027344,342.0,82.73750305175781,0.0
6659,0.11767980456352234,-0.31381282210350037,9.100571632385254,282.76739501953125,344.75,82.625,0.0
6688,0.15690641105175018,-0.353039413690567,9.02211856842041,278.2562255859375,339.25,82.73750305175781,0.0
6718,0.11767980456352234,-0.353039413690567,9.061345100402832,279.69158935546875,341.0,82.73750305175781,0.0
6747,0.15690641105175018,-0.31381282210350037,9.061345100402832,278.2562255859375,339.25,82.73750305175781,0.0
6777,0.15690641105175018,-0.31381282210350037,9.100571632385254,280.1017150878906,341.5,82.73750305175781,0.0
6807,0.11767980456352234,-0.353039413690567,9.061345100402832,281.5370788574219,343.25,82.625,0.0
6836,0.15690641105175018,-0.353039413690567,9.061345100402832,281.9471740722656,343.75,82.625,0.0
6866,0.15690641105175018,-0.39226603507995605,9.100571632385254,277.84613037109375,338.75,82.73750305175781,0.0
6895,0.07845320552587509,-0.353039413690567,9.02211856842041,281.74212646484375,343.5,82.625,0.0
6925,0.15690641105175018,-0.353039413690567,9.139798164367676,278.0511779785156,339.0,82.73750305175781,0.0
6955,0.11767980456352234,-0.353039413690567,8.982892036437988,277.84613037109375,338.75,82.73750305175781,0.0
6984,0.15690641105175018,-0.39226603507995605,9.179024696350098,278.87139892578125,340.0,82.73750305175781,0.0
7014,0.15690641105175018,-0.31381282210350037,9.061345100402832,279.4865417480469,340.75,82.625,0.0
7044,0.11767980456352234,-0.353039413690567,9.257478713989258,280.3067626953125,341.75,82.73750305175781,0.0
7073,0.11767980456352234,-0.353039413690567,9.061345100402832,280.1017150878906,341.5,82.625,0.0
7103,0.11767980456352234,-0.31381282210350037,9.139798164367676,280.9219055175781,342.5,82.73750305175781,0.0
7132,0.15690641105175018,-0.27458620071411133,9.061345100402832,275.385498046875,335.75,82.8499984741211,0.0
7162,0.11767980456352234,-0.31381282210350037,9.061345100402832,279.0764465332031,340.25,82.73750305175781,0.0
7192,0.11767980456352234,-0.353039413690567,9.139798164367676,280.1017150878906,341.5,82.625,0.0
7221,0.11767980456352234,-0.31381282210350037,9.061345100402832,284.2027587890625,346.5,82.625,0.0
7251,0.11767980456352234,-0.353039413690567,9.02211856842041,280.5118103027344,342.0,82.73750305175781,0.0
7280,0.15690641105175018,-0.31381282210350037,9.061345100402832,283.177490234375,345.25,82.625,0.0
7310,0.11767980456352234,-0.31381282210350037,9.139798164367676,282.76739501953125,344.75,82.625,0.0
7340,0.11767980456352234,-0.353039413690567,9.061345100402832,274.1551818847656,334.25,82.8499984741211,0.0
7369,0.11767980456352234,-0.39226603507995605,9.061345100402832,278.87139892578125,340.0,82.73750305175781,0.0
7399,0.15690641105175018,-0.353039413690567,9.061345100402832,280.1017150878906,341.5,82.73750305175781,0.0
7429,0.11767980456352234,-0.31381282210350037,9.100571632385254,280.5118103027344,342.0,82.625,0.0
7458,0.15690641105175018,-0.353039413690567,9.100571632385254,279.69158935546875,341.0,82.73750305175781,0.0
7488,0.11767980456352234,-0.31381282210350037,9.061345100402832,278.87139892578125,340.0,82.73750305175781,0.0
7517,0.11767980456352234,-0.31381282210350037,9.061345100402832,276.82086181640625,337.5,82.73750305175781,0.0
7547,0.11767980456352234,-0.353039413690567,9.061345100402832,280.5118103027344,342.0,82.73750305175781,0.0
7577,0.11767980456352234,-0.31381282210350037,9.139798164367676,284.8179016113281,347.25,82.625,0.0
7606,0.11767980456352234,-0.31381282210350037,9.061345100402832,277.84613037109375,338.75,82.73750305175781,0.0
7636,0.11767980456352234,-0.353039413690567,9.100571632385254,280.71685791015625,342.25,82.73750305175781,0.0
7666,0.07845320552587509,-0.31381282210350037,9.02211856842041,281.9471740722656,343.75,82.625,0.0
7695,0.11767980456352234,-0.31381282210350037,8.982892036437988,281.5370788574219,343.25,82.625,0.0
7725,0.11767980456352234,-0.353039413690567,9.061345100402832,281.9471740722656,343.75,82.625,0.0
7754,0.07845320552587509,-0.31381282210350037,9.061345100402832,283.177490234375,345.25,82.625,0.0
7784,0.11767980456352234,-0.353039413690567,9.100571632385254,282.9724426269531,345.0,82.625,0.0
7814,0.11767980456352234,-0.31381282210350037,9.02211856842041,280.9219055175781,342.5,82.625,0.0
7843,0.11767980456352234,-0.31381282210350037,9.139798164367676,277.6410827636719,338.5,82.73750305175781,0.0
7873,0.11767980456352234,-0.353039413690567,9.100571632385254,279.69158935546875,341.0,82.73750305175781,0.0
7902,0.07845320552587509,-0.31381282210350037,9.061345100402832,277.2309875488281,338.0,82.73750305175781,0.0
7932,0.07845320552587509,-0.31381282210350037,9.02211856842041,279.69158935546875,341.0,82.73750305175781,0.0
7962,0.11767980456352234,-0.353039413690567,9.02211856842041,281.9471740722656,343.75,82.625,0.0
7991,0.15690641105175018,-0.353039413690567,9.061345100402832,277.2309875488281,338.0,82.73750305175781,0.0
8021,0.11767980456352234,-0.353039413690567,9.061345100402832,277.6410827636719,338.5,82.73750305175781,0.0
